,device,subject,browser,batterystats_Joule_calculated,headerSize,workerTime,fetchTime,timeToFirstByte,downloadTime,totalTime,totalLoadTime,dnsLookupTime,fcp,fp,timestamp
20,nexus5x,http-192-168-100-103-9191-local_websites-www-herokuapp-com,chrome,52.385976,342,0,103.4,5.4,63.8,69.2,3138,0,1372.8,1372.8,2020.10.15_060851
20,nexus5x,http-192-168-100-103-9191-local_websites-www-herokuapp-com,chrome,52.492752,342,0,174.5,5,61.1,66.1,2946,0,1079,1079,2020.10.15_072920
20,nexus5x,http-192-168-100-103-9191-local_websites-www-herokuapp-com,chrome,41.88348,342,0,88.5,5.4,63.1,68.5,3211,0,1323.4,1323.4,2020.10.15_084950
20,nexus5x,http-192-168-100-103-9191-local_websites-www-herokuapp-com,chrome,48.17664,342,0,78.6,4.1,51.1,55.2,3146,0,1514.3,1514.3,2020.10.17_174337
20,nexus5x,http-192-168-100-103-9191-local_websites-www-herokuapp-com,chrome,34.28568,342,0,97.8,3.2,77.8,81,3279,0,1661.5,1661.5,2020.10.17_190421
20,nexus5x,http-192-168-100-103-9191-local_websites-www-herokuapp-com,chrome,45.38268,342,0,118.6,28.5,45.2,73.7,2902,0,1179.8,1179.8,2020.10.17_202505
20,nexus5x,http-192-168-100-103-9191-local_websites-www-herokuapp-com,chrome,44.499924,342,0,93.6,5.4,61.3,66.7,2917,0,1160.2,1160.2,2020.10.17_214543
23,nexus5x,http-192-168-100-103-9191-local_websites-www-hao123-com,chrome,66.88908,339,0,130.7,6.8,82.8,89.6,7279,0.8,1673.3,1673.3,2020.10.11_192407
25,nexus5x,http-192-168-100-103-9191-local_websites-www-hao123-com,chrome,51.19092,339,0,127.4,31.2,77,108.2,7010,0,2148.4,2148.4,2020.10.15_020636
25,nexus5x,http-192-168-100-103-9191-local_websites-www-hao123-com,chrome,59.384916,339,0,153.5,18.7,114.4,133.1,5477,0,2343.8,2343.8,2020.10.15_032742
25,nexus5x,http-192-168-100-103-9191-local_websites-www-hao123-com,chrome,62.888256,339,0,131.6,7.8,81.4,89.2,6842,0,2223.2,2223.2,2020.10.15_044814
25,nexus5x,http-192-168-100-103-9191-local_websites-www-hao123-com,chrome,56.5677,188,0,399.2,6.3,104.6,110.9,7356,0,2188.4,2188.4,2020.10.15_060851
25,nexus5x,http-192-168-100-103-9191-local_websites-www-hao123-com,chrome,39.291912,339,0,114.1,5.7,85.6,91.3,5131,0,2073.2,2073.2,2020.10.15_072920
25,nexus5x,http-192-168-100-103-9191-local_websites-www-hao123-com,chrome,43.900092,339,0,148.7,12.7,108.1,120.8,5876,0,1181.8,1181.8,2020.10.15_084950
25,nexus5x,http-192-168-100-103-9191-local_websites-www-hao123-com,chrome,38.992968,339,0,93.1,8.3,66.8,75.1,9042,0,1946.4,1946.4,2020.10.17_174337
25,nexus5x,http-192-168-100-103-9191-local_websites-www-hao123-com,chrome,52.98696,339,0,153.1,4.6,115,119.6,8592,0,2207.6,2207.6,2020.10.17_190421
25,nexus5x,http-192-168-100-103-9191-local_websites-www-hao123-com,chrome,60.875388,339,0,164.4,3.8,104.3,108.1,7421,0,2354.3,2354.3,2020.10.17_202505
25,nexus5x,http-192-168-100-103-9191-local_websites-www-hao123-com,chrome,39.693312,339,0,124,7.5,78.5,86,4731,0,1251,1251,2020.10.17_214543
19,nexus5x,http-192-168-100-103-9191-local_websites-www-g-page,chrome,47.567088,335,0,307.7,21,259.3,280.3,1731,0,1091.7,1091.7,2020.10.11_192407
21,nexus5x,http-192-168-100-103-9191-local_websites-www-g-page,chrome,30.869676,335,0,199.5,5.9,227.7,221.8,2085,0,1143.5,1143.5,2020.10.15_020636
21,nexus5x,http-192-168-100-103-9191-local_websites-www-g-page,chrome,34.576596,335,0,111,9,136.1,127.1,1873,0,1015.8,1015.8,2020.10.15_032742
21,nexus5x,http-192-168-100-103-9191-local_websites-www-g-page,chrome,32.378112,335,0,291.6,22.4,224.2,246.6,1972,0,1137.1,1137.1,2020.10.15_044814
21,nexus5x,http-192-168-100-103-9191-local_websites-www-g-page,chrome,41.038272,335,0,332,16.7,298.4,315.1,1927,0,1243.8,1243.8,2020.10.15_060851
21,nexus5x,http-192-168-100-103-9191-local_websites-www-g-page,chrome,30.594888,335,0,268,12.4,317.6,305.2,2177,0,1232.1,1232.1,2020.10.15_072920
21,nexus5x,http-192-168-100-103-9191-local_websites-www-g-page,chrome,39.091248,335,0,132.6,4.4,151.4,147,1973,0,1122.8,1122.8,2020.10.15_084950
21,nexus5x,http-192-168-100-103-9191-local_websites-www-g-page,chrome,42.756768,335,0,345.2,6.9,451.5,444.6,1831,0,1248.5,1248.5,2020.10.17_174337
21,nexus5x,http-192-168-100-103-9191-local_websites-www-g-page,chrome,41.610348,335,0,296.4,14.7,213.7,228.4,1704,0,1047.1,1047.1,2020.10.17_190421
21,nexus5x,http-192-168-100-103-9191-local_websites-www-g-page,chrome,38.184048,335,0,278.9,34.1,343.1,309,2060,0,1114.3,1114.3,2020.10.17_202505
21,nexus5x,http-192-168-100-103-9191-local_websites-www-g-page,chrome,32.715972,335,0,325.6,4.6,370.8,366.2,1952,0,1215,1215,2020.10.17_214543
16,nexus5x,http-192-168-100-103-9191-local_websites-www-gotowebinar-com,chrome,42.126408,343,0,72.5,4.1,23.4,27.5,6399,0,1750.8,1750.8,2020.10.11_192407
18,nexus5x,http-192-168-100-103-9191-local_websites-www-gotowebinar-com,chrome,39.401496,343,0,57.9,5.1,29,34.1,7022,0,1702.3,1702.3,2020.10.15_020636
18,nexus5x,http-192-168-100-103-9191-local_websites-www-gotowebinar-com,chrome,41.553936,343,0,71.1,5.8,49,54.8,6637,0,1596.4,1596.4,2020.10.15_032742
18,nexus5x,http-192-168-100-103-9191-local_websites-www-gotowebinar-com,chrome,41.717952,343,0,55.8,22.5,14.6,37.1,6597,0,1514.5,1514.5,2020.10.15_044814
18,nexus5x,http-192-168-100-103-9191-local_websites-www-gotowebinar-com,chrome,55.96128,343,0,92.8,6.1,20.5,26.6,7170,0,1695.3,1695.3,2020.10.15_060851
18,nexus5x,http-192-168-100-103-9191-local_websites-www-gotowebinar-com,chrome,40.223736,343,0,95.7,4.5,26.9,31.4,6680,0,1856.5,1856.5,2020.10.15_072920
18,nexus5x,http-192-168-100-103-9191-local_websites-www-gotowebinar-com,chrome,36.45414,343,0,50,6.9,23.9,30.8,7197,0,1882.9,1882.9,2020.10.15_084950
18,nexus5x,http-192-168-100-103-9191-local_websites-www-gotowebinar-com,chrome,34.476408,343,0,50.9,9.4,19.9,29.3,6147,0,1542.7,1542.7,2020.10.17_174337
18,nexus5x,http-192-168-100-103-9191-local_websites-www-gotowebinar-com,chrome,34.909056,343,0,72.2,7.8,48,55.8,6102,0,1696.1,1696.1,2020.10.17_190421
18,nexus5x,http-192-168-100-103-9191-local_websites-www-gotowebinar-com,chrome,48.51252,343,0,103.9,4.5,19.6,24.1,6207,0,1551,1551,2020.10.17_202505
18,nexus5x,http-192-168-100-103-9191-local_websites-www-gotowebinar-com,chrome,33.33618,343,0,142.9,5.6,40.9,46.5,6759,0,1765.2,1765.2,2020.10.17_214543
29,nexus5x,http-192-168-100-103-9191-local_websites-www-github-com,chrome,38.227968,339,0,83,24.9,30,54.9,2085,0,2605.2,2605.2,2020.10.11_192407
1,nexus5x,http-192-168-100-103-9191-local_websites-www-github-com,chrome,41.573232,339,0,108,42.5,45.8,88.3,1047,0,1526.7,1526.7,2020.10.15_020636
1,nexus5x,http-192-168-100-103-9191-local_websites-www-github-com,chrome,45.87408,188,0,271.7,5.2,100.7,105.9,1056,0,1482.2,1482.2,2020.10.15_032742
1,nexus5x,http-192-168-100-103-9191-local_websites-www-github-com,chrome,39.382992,339,0,127.4,2.7,57.5,60.2,1117,0,1524.6,1524.6,2020.10.15_044814
1,nexus5x,http-192-168-100-103-9191-local_websites-www-github-com,chrome,39.483792,339,0,73.5,15,40.1,55.1,1492,0,1441.7,1441.7,2020.10.15_060851
1,nexus5x,http-192-168-100-103-9191-local_websites-www-github-com,chrome,38.515392,339,0,90.1,7.5,62,69.5,970,0,1673.7,1673.7,2020.10.15_072920
1,nexus5x,http-192-168-100-103-9191-local_websites-www-github-com,chrome,37.22976,339,0,70.8,15.4,33.8,49.2,1130,0,1549.4,1549.4,2020.10.15_084950
1,nexus5x,http-192-168-100-103-9191-local_websites-www-github-com,chrome,36.433584,339,0,128.8,5.2,54.5,59.7,1374,0,1609.2,1609.2,2020.10.17_174337
1,nexus5x,http-192-168-100-103-9191-local_websites-www-github-com,chrome,40.675284,339,0,135.9,5.6,44.9,50.5,1498,0,1697,1697,2020.10.17_190421
1,nexus5x,http-192-168-100-103-9191-local_websites-www-github-com,chrome,33.332796,339,0,159,7.9,52.3,60.2,1376,0,1585.8,1585.8,2020.10.17_202505
1,nexus5x,http-192-168-100-103-9191-local_websites-www-github-com,chrome,41.243832,339,0,98,7.1,55.9,63,1200,0,1749.4,1749.4,2020.10.17_214543
6,nexus5x,http-192-168-100-103-9191-local_websites-www-foursquare-com,chrome,50.209704,342,0,85.6,3.4,16.2,19.6,2466,0,1619,1619,2020.10.11_192407
7,nexus5x,http-192-168-100-103-9191-local_websites-www-foursquare-com,chrome,40.177116,342,0,42.2,5.4,18.6,24,2760,0,1805,1805,2020.10.15_020636
7,nexus5x,http-192-168-100-103-9191-local_websites-www-foursquare-com,chrome,36.592272,342,0,52.3,17.5,9.7,27.2,2720,0,1770.3,1770.3,2020.10.15_032742
7,nexus5x,http-192-168-100-103-9191-local_websites-www-foursquare-com,chrome,36.58104,342,0,88.9,7.2,58.8,66,2930,0,1453.3,1453.3,2020.10.15_044814
7,nexus5x,http-192-168-100-103-9191-local_websites-www-foursquare-com,chrome,38.862,342,0,80.3,16.2,12.7,28.9,2531,0,1196,1196,2020.10.15_060851
7,nexus5x,http-192-168-100-103-9191-local_websites-www-foursquare-com,chrome,45.969984,342,0,51.6,7.9,26.4,34.3,2711,0,1741.3,1741.3,2020.10.15_072920
7,nexus5x,http-192-168-100-103-9191-local_websites-www-foursquare-com,chrome,33.196536,342,0,124.5,49.2,58.4,107.6,2514,0,1733,1733,2020.10.15_084950
7,nexus5x,http-192-168-100-103-9191-local_websites-www-foursquare-com,chrome,39.745728,342,0,50.2,16.3,6.2,22.5,2345,0,1783.1,1783.1,2020.10.17_174337
7,nexus5x,http-192-168-100-103-9191-local_websites-www-foursquare-com,chrome,37.246716,342,0,42.9,17.3,5.5,22.8,2944,0,1506.8,1506.8,2020.10.17_190421
7,nexus5x,http-192-168-100-103-9191-local_websites-www-foursquare-com,chrome,43.191792,342,0,127.4,18.7,11,29.7,2244,0,1767.3,1767.3,2020.10.17_202505
7,nexus5x,http-192-168-100-103-9191-local_websites-www-foursquare-com,chrome,35.972064,342,0,46.6,21.2,6.6,27.8,2675,0,1695.1,1695.1,2020.10.17_214543
25,nexus5x,http-192-168-100-103-9191-local_websites-www-fandom-com,chrome,50.5206,339,0,107.8,22.7,57.3,80,3419,0,1389.5,1389.5,2020.10.11_192407
27,nexus5x,http-192-168-100-103-9191-local_websites-www-fandom-com,chrome,41.88348,339,0,95.4,3.8,74,77.8,5744,0,2360.1,2360.1,2020.10.15_020636
27,nexus5x,http-192-168-100-103-9191-local_websites-www-fandom-com,chrome,50.081796,339,0,98.2,4.4,64.8,69.2,2098,0,1348.8,1348.8,2020.10.15_032742
27,nexus5x,http-192-168-100-103-9191-local_websites-www-fandom-com,chrome,44.052912,339,0,98.8,5.8,61.9,67.7,2425,0,1887.3,1887.3,2020.10.15_044814
27,nexus5x,http-192-168-100-103-9191-local_websites-www-fandom-com,chrome,34.664904,339,0,86.6,3.8,64.6,68.4,2346,0,1696.4,1696.4,2020.10.15_060851
27,nexus5x,http-192-168-100-103-9191-local_websites-www-fandom-com,chrome,34.788096,339,0,96.4,5.7,70.5,76.2,5879,0,1529.1,1529.1,2020.10.15_072920
27,nexus5x,http-192-168-100-103-9191-local_websites-www-fandom-com,chrome,35.368272,339,0,116.5,4,79.1,83.1,2374,0,1675.3,1675.3,2020.10.15_084950
27,nexus5x,http-192-168-100-103-9191-local_websites-www-fandom-com,chrome,32.067576,339,0,84.4,5.9,64.1,70,5271,0,1422.9,1422.9,2020.10.17_174337
27,nexus5x,http-192-168-100-103-9191-local_websites-www-fandom-com,chrome,42.8571,339,0,84.6,21.4,38.2,59.6,5374,0,1507.6,1507.6,2020.10.17_190421
27,nexus5x,http-192-168-100-103-9191-local_websites-www-fandom-com,chrome,41.157396,339,0,90.2,6.1,57.3,63.4,2066,0,1406,1406,2020.10.17_202505
27,nexus5x,http-192-168-100-103-9191-local_websites-www-fandom-com,chrome,43.879716,339,0,104.5,57,17.1,74.1,5306,0,1839.1,1839.1,2020.10.17_214543
8,nexus5x,http-192-168-100-103-9191-local_websites-www-elsevier-com,chrome,45.85716,340,0,82.6,3.7,29.9,33.6,1531,0,1272.3,1272.3,2020.10.11_192407
9,nexus5x,http-192-168-100-103-9191-local_websites-www-elsevier-com,chrome,38.00538,340,0,81.4,5.3,28,33.3,1711,0,1914.2,1914.2,2020.10.15_020636
9,nexus5x,http-192-168-100-103-9191-local_websites-www-elsevier-com,chrome,32.405868,340,0,91.4,29.9,7,36.9,1622,0,1595.5,1595.5,2020.10.15_032742
9,nexus5x,http-192-168-100-103-9191-local_websites-www-elsevier-com,chrome,37.515024,340,0,60.5,8.6,23.6,32.2,1659,0,1972.8,1972.8,2020.10.15_044814
9,nexus5x,http-192-168-100-103-9191-local_websites-www-elsevier-com,chrome,42.77448,187,0,264.1,39.9,22.6,62.5,1952,0,1587.7,1587.7,2020.10.15_060851
9,nexus5x,http-192-168-100-103-9191-local_websites-www-elsevier-com,chrome,46.5912,340,0,115.9,5.7,29.3,35,1555,0,1527.4,1527.4,2020.10.15_072920
9,nexus5x,http-192-168-100-103-9191-local_websites-www-elsevier-com,chrome,39.246372,340,0,43,4.6,21.8,26.4,1611,0,1241.4,1241.4,2020.10.15_084950
9,nexus5x,http-192-168-100-103-9191-local_websites-www-elsevier-com,chrome,33.12144,340,0,51.4,4.6,26.7,31.3,1389,0,1237.8,1237.8,2020.10.17_174337
9,nexus5x,http-192-168-100-103-9191-local_websites-www-elsevier-com,chrome,31.792176,340,0,94.6,37.3,11.3,48.6,1659,0,1302.3,1302.3,2020.10.17_190421
9,nexus5x,http-192-168-100-103-9191-local_websites-www-elsevier-com,chrome,41.000904,340,0,68.3,24.7,13.3,38,1578,0,1435.7,1435.7,2020.10.17_202505
9,nexus5x,http-192-168-100-103-9191-local_websites-www-elsevier-com,chrome,37.832688,340,0,87.1,17.9,50.2,68.1,1368,0,1277.3,1277.3,2020.10.17_214543
17,nexus5x,http-192-168-100-103-9191-local_websites-www-dailymail-co-uk,chrome,63.933516,344,0,334.8,45.6,411.7,366.1,4904,0,2071.3,2071.3,2020.10.11_192407
19,nexus5x,http-192-168-100-103-9191-local_websites-www-dailymail-co-uk,chrome,59.412492,344,0,312,22,273.8,295.8,5015,0,2412.3,2412.3,2020.10.15_020636
19,nexus5x,http-192-168-100-103-9191-local_websites-www-dailymail-co-uk,chrome,40.468572,344,0,338.7,28.4,279.1,307.5,5080,0,2648.2,2648.2,2020.10.15_032742
19,nexus5x,http-192-168-100-103-9191-local_websites-www-dailymail-co-uk,chrome,65.690208,344,0,321.4,40.8,257,297.8,4837,0,2072.8,2072.8,2020.10.15_044814
19,nexus5x,http-192-168-100-103-9191-local_websites-www-dailymail-co-uk,chrome,56.893968,344,0,485,5.6,443.3,448.9,5051,0,2424.7,2424.7,2020.10.15_060851
19,nexus5x,http-192-168-100-103-9191-local_websites-www-dailymail-co-uk,chrome,53.735184,344,0,318.1,33.9,269.3,303.2,4857,0,2588.2,2588.2,2020.10.15_072920
19,nexus5x,http-192-168-100-103-9191-local_websites-www-dailymail-co-uk,chrome,69.960924,344,0,290.1,5.6,262.3,267.9,4903,0,2156.4,2156.4,2020.10.15_084950
19,nexus5x,http-192-168-100-103-9191-local_websites-www-dailymail-co-uk,chrome,39.745728,344,0,142.9,3.4,161.2,157.8,5127,0,2226,2226,2020.10.17_174337
19,nexus5x,http-192-168-100-103-9191-local_websites-www-dailymail-co-uk,chrome,60.77916,344,0,236.3,6.7,311.7,305,4363,0,2201.2,2201.2,2020.10.17_190421
19,nexus5x,http-192-168-100-103-9191-local_websites-www-dailymail-co-uk,chrome,49.29498,344,0,350.5,112.5,215.9,328.4,4277,0,2083.8,2083.8,2020.10.17_202505
19,nexus5x,http-192-168-100-103-9191-local_websites-www-dailymail-co-uk,chrome,79.386624,344,0,351.3,8.5,291.8,300.3,4964,0,2424.5,2424.5,2020.10.17_214543
24,nexus5x,http-192-168-100-103-9191-local_websites-www-bitly-com,chrome,49.277016,337,0,55,14.5,23.3,37.8,2091,0,1448.3,1448.3,2020.10.11_192407
26,nexus5x,http-192-168-100-103-9191-local_websites-www-bitly-com,chrome,33.196536,337,0,62.7,3.4,15,18.4,2218,0,1532.6,1532.6,2020.10.15_020636
26,nexus5x,http-192-168-100-103-9191-local_websites-www-bitly-com,chrome,43.70436,187,0,269,44.3,11.8,56.1,2274,0,1468.6,1468.6,2020.10.15_032742
26,nexus5x,http-192-168-100-103-9191-local_websites-www-bitly-com,chrome,33.156432,337,0,79.5,45.7,16.5,62.2,2179,0,1372.7,1372.7,2020.10.15_044814
26,nexus5x,http-192-168-100-103-9191-local_websites-www-bitly-com,chrome,50.054256,337,0,31.8,4.5,15.4,19.9,2322,0,1408.2,1408.2,2020.10.15_060851
26,nexus5x,http-192-168-100-103-9191-local_websites-www-bitly-com,chrome,36.807048,337,0,53.5,8.5,22.3,30.8,2263,0,1342.7,1342.7,2020.10.15_072920
26,nexus5x,http-192-168-100-103-9191-local_websites-www-bitly-com,chrome,38.315628,337,0,48.6,4.6,23.8,28.4,2353,0,1383.3,1383.3,2020.10.15_084950
26,nexus5x,http-192-168-100-103-9191-local_websites-www-bitly-com,chrome,133.690176,337,0,95.7,3.6,29.9,33.5,2162,0,1746.8,1746.8,2020.10.17_174337
26,nexus5x,http-192-168-100-103-9191-local_websites-www-bitly-com,chrome,36.779184,337,0,98.7,4,13.5,17.5,1927,0,1420.2,1420.2,2020.10.17_190421
26,nexus5x,http-192-168-100-103-9191-local_websites-www-bitly-com,chrome,46.321632,337,0,70.5,5.1,54.5,59.6,2199,0,1499.6,1499.6,2020.10.17_202505
26,nexus5x,http-192-168-100-103-9191-local_websites-www-bitly-com,chrome,40.158468,337,0,55.4,3.5,33.3,36.8,1960,0,1371,1371,2020.10.17_214543
4,nexus5x,http-192-168-100-103-9191-local_websites-www-bankofamerica-com,chrome,43.52544,346,0,143.6,34.8,80.5,115.3,1015,0,1185.4,1185.4,2020.10.11_192407
5,nexus5x,http-192-168-100-103-9191-local_websites-www-bankofamerica-com,chrome,32.886288,346,0,79.6,11.2,54.7,65.9,1197,0,1293.4,1293.4,2020.10.15_020636
5,nexus5x,http-192-168-100-103-9191-local_websites-www-bankofamerica-com,chrome,37.522584,346,0,94.5,16.9,58.2,75.1,1200,0,1367.9,1367.9,2020.10.15_032742
5,nexus5x,http-192-168-100-103-9191-local_websites-www-bankofamerica-com,chrome,32.378112,346,0,128,10.9,80.9,91.8,1464,0,1568.4,1568.4,2020.10.15_044814
5,nexus5x,http-192-168-100-103-9191-local_websites-www-bankofamerica-com,chrome,45.07992,346,0,134.4,4.6,96.4,101,1209,0,1488.1,1488.1,2020.10.15_060851
5,nexus5x,http-192-168-100-103-9191-local_websites-www-bankofamerica-com,chrome,48.14424,346,0,109.1,5.9,75.3,81.2,1357,0,1667.8,1667.8,2020.10.15_072920
5,nexus5x,http-192-168-100-103-9191-local_websites-www-bankofamerica-com,chrome,46.692324,346,0,96.9,11.3,67.5,78.8,1135,0,1350.9,1350.9,2020.10.15_084950
5,nexus5x,http-192-168-100-103-9191-local_websites-www-bankofamerica-com,chrome,32.36868,346,0,100.4,27,40.2,67.2,1034,0,1216.8,1216.8,2020.10.17_174337
5,nexus5x,http-192-168-100-103-9191-local_websites-www-bankofamerica-com,chrome,70.441488,346,0,208.9,28.4,114.9,143.3,1502,0,1672.1,1672.1,2020.10.17_190421
5,nexus5x,http-192-168-100-103-9191-local_websites-www-bankofamerica-com,chrome,35.367192,346,0,132.2,5.6,82,87.6,2670,0,1365.4,1365.4,2020.10.17_202505
5,nexus5x,http-192-168-100-103-9191-local_websites-www-bankofamerica-com,chrome,37.832688,346,0,109.6,10.7,72.8,83.5,1102,0,1373.5,1373.5,2020.10.17_214543
21,nexus5x,http-192-168-100-103-9191-local_websites-www-automattic-com,chrome,46.168056,342,0,50.4,3.9,19.1,23,765,0,1022.1,1022.1,2020.10.11_192407
23,nexus5x,http-192-168-100-103-9191-local_websites-www-automattic-com,chrome,43.43472,342,0,46.5,21.3,7,28.3,889,0,1033.9,1033.9,2020.10.15_020636
23,nexus5x,http-192-168-100-103-9191-local_websites-www-automattic-com,chrome,34.731648,342,0,55.4,5.1,14.4,19.5,696,0,992.5,992.5,2020.10.15_032742
23,nexus5x,http-192-168-100-103-9191-local_websites-www-automattic-com,chrome,37.826352,342,0,45.4,12.2,10.1,22.3,861,0,1095,1095,2020.10.15_044814
23,nexus5x,http-192-168-100-103-9191-local_websites-www-automattic-com,chrome,36.219384,342,0,54.9,22.9,4.4,27.3,845,0,1097.7,1097.7,2020.10.15_060851
23,nexus5x,http-192-168-100-103-9191-local_websites-www-automattic-com,chrome,35.409312,342,0,71,25.3,14.4,39.7,743,0,1152.5,1152.5,2020.10.15_072920
23,nexus5x,http-192-168-100-103-9191-local_websites-www-automattic-com,chrome,30.869676,342,0,83.1,42.7,9.6,52.3,816,0,1114.7,1114.7,2020.10.15_084950
23,nexus5x,http-192-168-100-103-9191-local_websites-www-automattic-com,chrome,37.939104,342,0,92.3,24.9,56.3,81.2,1043,0,1039.8,1039.8,2020.10.17_174337
23,nexus5x,http-192-168-100-103-9191-local_websites-www-automattic-com,chrome,34.28568,342,0,50.8,4.7,18.2,22.9,931,0,1229.9,1229.9,2020.10.17_190421
23,nexus5x,http-192-168-100-103-9191-local_websites-www-automattic-com,chrome,35.680176,342,0,61.8,19.1,8.3,27.4,777,0,1120.3,1120.3,2020.10.17_202505
23,nexus5x,http-192-168-100-103-9191-local_websites-www-automattic-com,chrome,35.506908,342,0,66.1,25.1,26.9,52,789,0,1117.3,1117.3,2020.10.17_214543
11,nexus5x,http-192-168-100-103-9191-local_websites-www-archive-org,chrome,51.453288,340,0,97,9.5,46.1,55.6,3621,0,3521.5,3521.5,2020.10.11_192407
12,nexus5x,http-192-168-100-103-9191-local_websites-www-archive-org,chrome,34.12728,340,0,69.3,6.7,46.8,53.5,4482,0,3014,3014,2020.10.15_020636
12,nexus5x,http-192-168-100-103-9191-local_websites-www-archive-org,chrome,39.848364,340,0,71,16.4,39.8,56.2,3283,0,2689.3,2689.3,2020.10.15_032742
12,nexus5x,http-192-168-100-103-9191-local_websites-www-archive-org,chrome,33.156432,340,0,103.3,4.9,53.9,58.8,9052,0,3667.1,3667.1,2020.10.15_044814
12,nexus5x,http-192-168-100-103-9191-local_websites-www-archive-org,chrome,33.265872,340,0,85.2,7.7,47.4,55.1,5449,0,5028.6,5028.6,2020.10.15_060851
12,nexus5x,http-192-168-100-103-9191-local_websites-www-archive-org,chrome,40.844952,340,0,72.2,21.6,28.9,50.5,3934,0,3188.4,3188.4,2020.10.15_072920
12,nexus5x,http-192-168-100-103-9191-local_websites-www-archive-org,chrome,33.661908,340,0,83.8,4.7,49.7,54.4,3510,0,3142.1,3142.1,2020.10.15_084950
12,nexus5x,http-192-168-100-103-9191-local_websites-www-archive-org,chrome,30.86316,340,0,70,7.3,34.5,41.8,3667,0,3437.5,3437.5,2020.10.17_174337
12,nexus5x,http-192-168-100-103-9191-local_websites-www-archive-org,chrome,38.649312,340,0,66.1,5.2,43.6,48.8,11829,0,8178.9,8178.9,2020.10.17_190421
12,nexus5x,http-192-168-100-103-9191-local_websites-www-archive-org,chrome,40.844412,340,0,72.4,29.5,23.5,53,6380,0,3192.4,3192.4,2020.10.17_202505
12,nexus5x,http-192-168-100-103-9191-local_websites-www-archive-org,chrome,31.320504,340,0,78,4.1,48.4,52.5,3170,0,2912.5,2912.5,2020.10.17_214543
5,nexus5x,http-192-168-100-103-9191-local_websites-www-aliyun-com,chrome,48.499776,339,0,171.6,13.2,127,140.2,5027,0,1592.2,1592.2,2020.10.11_192407
6,nexus5x,http-192-168-100-103-9191-local_websites-www-aliyun-com,chrome,42.503976,339,0,133.5,25.5,83.9,109.4,4989,0,1529.6,1529.6,2020.10.15_020636
6,nexus5x,http-192-168-100-103-9191-local_websites-www-aliyun-com,chrome,38.452896,339,0,127.6,3.9,94.1,98,5149,0,1253.6,1253.6,2020.10.15_032742
6,nexus5x,http-192-168-100-103-9191-local_websites-www-aliyun-com,chrome,43.897248,339,0,155,4.2,127.9,132.1,4718,0,1414.9,1414.9,2020.10.15_044814
6,nexus5x,http-192-168-100-103-9191-local_websites-www-aliyun-com,chrome,41.504616,339,0,218.4,15.9,130,145.9,5486,0,1288.4,1288.4,2020.10.15_060851
6,nexus5x,http-192-168-100-103-9191-local_websites-www-aliyun-com,chrome,32.769144,339,0,182.6,6.5,129,135.2,5985,0,1200.4,1200.4,2020.10.15_072920
6,nexus5x,http-192-168-100-103-9191-local_websites-www-aliyun-com,chrome,39.711744,339,0,146.7,3.6,121.7,125.3,5252,0,1242.6,1242.6,2020.10.15_084950
6,nexus5x,http-192-168-100-103-9191-local_websites-www-aliyun-com,chrome,52.6932,339,0,150,3.5,120.2,119,5523,0,1589.5,1589.5,2020.10.17_174337
6,nexus5x,http-192-168-100-103-9191-local_websites-www-aliyun-com,chrome,44.103852,339,0,193.4,26.2,150.9,177.1,4423,0,1524.2,1524.2,2020.10.17_190421
6,nexus5x,http-192-168-100-103-9191-local_websites-www-aliyun-com,chrome,40.374936,339,0,153.7,26.1,97.6,123.7,4977,0,1122.2,1122.2,2020.10.17_202505
6,nexus5x,http-192-168-100-103-9191-local_websites-www-aliyun-com,chrome,38.763,339,0,122.8,4.4,91.8,96.2,4957,0,1160.7,1160.7,2020.10.17_214543
12,nexus5x,http-192-168-100-103-9191-local_websites-www-afternic-com,chrome,50.986944,340,0,43.7,10.6,8.9,19.5,1186,0,1355.8,1355.8,2020.10.11_192407
14,nexus5x,http-192-168-100-103-9191-local_websites-www-afternic-com,chrome,32.731164,340,0,45.9,3.2,15.7,18.9,1215,0,1523.5,1523.5,2020.10.15_020636
14,nexus5x,http-192-168-100-103-9191-local_websites-www-afternic-com,chrome,33.956388,340,0,132.8,4.6,19.1,23.7,1011,0,1632.3,1632.3,2020.10.15_032742
14,nexus5x,http-192-168-100-103-9191-local_websites-www-afternic-com,chrome,40.783968,340,0,64.8,3.4,38.1,41.5,1137,0,1428.6,1428.6,2020.10.15_044814
14,nexus5x,http-192-168-100-103-9191-local_websites-www-afternic-com,chrome,34.19856,340,0,39.2,3.4,13.7,17.1,1168,0,1365.9,1365.9,2020.10.15_060851
14,nexus5x,http-192-168-100-103-9191-local_websites-www-afternic-com,chrome,36.030528,340,0,96.3,9.1,64.1,73.2,1188,0,1496.3,1496.3,2020.10.15_072920
14,nexus5x,http-192-168-100-103-9191-local_websites-www-afternic-com,chrome,33.972156,340,0,90.4,11.4,38.3,49.7,1132,0,1440.7,1440.7,2020.10.15_084950
14,nexus5x,http-192-168-100-103-9191-local_websites-www-afternic-com,chrome,35.680824,340,0,44.8,4.4,15.7,20.1,1144,0,1488.4,1488.4,2020.10.17_174337
14,nexus5x,http-192-168-100-103-9191-local_websites-www-afternic-com,chrome,46.7532,340,0,62.2,18.5,3.6,22.1,932,0,1694,1694,2020.10.17_190421
